ROWID,Calendar Day,Type of power generation,Monitored capacity,Capacity under long outage,New capacity under stabilization or completion of balance works,Capacity of power generation from prime movers (pm),Capacity of power generation from fuel oil (fo),Capacity of power generation from other sources,Total capacity of power generation from all sources,Capacity outage as percent of monitered,Operational capacity of power generation,Gross sum of maximum power generated,Net sum of maximum power generated,Maximum power output as percentage of capacity on line,Percentage of monitered maximum power output
7601,2018-02-17,Hydro,44963.42,708.0,,3190.37,2261.7,1644.5,7096.57,15.78,37866.85,23079.8,22849.0,60.34,50.82
4326,2018-02-17,Nuclear,6780.0,540.0,,760.0,540.0,0.0,1300.0,19.17,5480.0,5400.69,4779.61,87.22,70.5
6489,2018-02-18,Thermal_Gas Liquid,25095.88,4952.3,,0.0,80.0,9741.96,9821.96,39.14,15273.92,7667.99,7514.63,49.2,29.94
7535,2018-02-18,Hydro,44963.42,708.0,,3192.37,2391.7,1706.5,7290.57,16.21,37672.85,24522.83,24277.6,64.44,53.99
2109,2018-02-18,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
9386,2018-02-18,Thermal_Coal Lignite,193821.5,5414.0,10810.0,5649.0,51418.0,0.0,57067.0,29.44,136754.5,136101.43,123852.3,90.57,63.9
3677,2018-02-18,Nuclear,6780.0,540.0,,760.0,1080.0,0.0,1840.0,27.14,4940.0,4854.02,4295.81,86.96,63.36
2110,2018-02-19,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
2572,2018-02-19,Nuclear,6780.0,540.0,,760.0,2080.0,0.0,2840.0,41.89,3940.0,4917.02,4351.56,110.45,64.18
9349,2018-02-19,Thermal_Coal Lignite,193821.5,5414.0,10810.0,5649.0,51868.0,0.0,57517.0,29.68,136304.5,136794.77,124483.24,91.33,64.23
7747,2018-02-19,Hydro,44963.42,708.0,,2959.04,2178.2,1617.5,6754.74,15.02,38208.68,24872.12,24623.4,64.44,54.76
6568,2018-02-19,Thermal_Gas Liquid,25095.88,4952.3,,0.0,80.0,9433.96,9513.96,37.91,15581.92,9130.63,8948.02,57.43,35.66
7736,2018-02-20,Hydro,44963.42,708.0,,2888.04,2227.8,1668.9,6784.74,15.09,38178.68,26666.38,26399.72,69.15,58.71
9359,2018-02-20,Thermal_Coal Lignite,193821.5,5414.0,10810.0,5049.0,52333.0,0.0,57382.0,29.61,136439.5,137876.69,125467.79,91.96,64.73
6536,2018-02-20,Thermal_Gas Liquid,25095.88,4952.3,,0.0,80.0,9541.96,9621.96,38.34,15473.92,6785.02,6649.32,42.97,26.5
2573,2018-02-20,Nuclear,6780.0,540.0,,760.0,2080.0,0.0,2840.0,41.89,3940.0,3904.27,3455.28,87.7,50.96
2111,2018-02-20,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
6569,2018-02-21,Thermal_Gas Liquid,25095.88,4952.3,,0.0,80.0,9433.96,9513.96,37.91,15581.92,6366.01,6238.69,40.04,24.86
2112,2018-02-21,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
7919,2018-02-21,Hydro,44963.42,708.0,,2442.7,2330.8,1513.9,6287.4,13.98,38676.02,26055.13,25794.58,66.69,57.37
9339,2018-02-21,Thermal_Coal Lignite,193821.5,5414.0,10810.0,5184.0,52513.0,0.0,57697.0,29.77,136124.5,137157.94,124813.73,91.69,64.4
2574,2018-02-21,Nuclear,6780.0,540.0,,760.0,2080.0,0.0,2840.0,41.89,3940.0,3911.24,3461.45,87.85,51.05
6477,2018-02-22,Thermal_Gas Liquid,24842.98,4990.06,,0.0,80.0,9541.84,9621.84,38.73,15221.14,7306.26,7160.13,47.04,28.82
9544,2018-02-22,Thermal_Coal Lignite,193821.5,5414.0,10810.0,5184.0,49978.0,0.0,55162.0,28.46,138659.5,138515.48,126049.09,90.91,65.03
2113,2018-02-22,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
7942,2018-02-22,Hydro,44963.42,708.0,,2409.7,2206.8,1607.9,6224.4,13.84,38739.02,27063.68,26793.04,69.16,59.59
2575,2018-02-22,Nuclear,6780.0,540.0,,760.0,2080.0,0.0,2840.0,41.89,3940.0,3915.25,3465.0,87.94,51.11
8055,2018-02-23,Hydro,44963.42,708.0,,2344.7,2016.6,1557.9,5919.2,13.16,39044.22,23663.21,23426.58,60.0,52.1
2576,2018-02-23,Nuclear,6780.0,540.0,,760.0,2080.0,0.0,2840.0,41.89,3940.0,3937.25,3484.47,88.44,51.39
9542,2018-02-23,Thermal_Coal Lignite,193821.5,5624.0,10810.0,5684.0,49493.0,0.0,55177.0,28.47,138644.5,139344.52,126803.51,91.46,65.42
2114,2018-02-23,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
6517,2018-02-23,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9387.84,9467.84,38.11,15375.12,8282.67,8117.02,52.79,32.67
6518,2018-02-24,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9387.84,9467.84,38.11,15375.12,7645.49,7492.58,48.73,30.16
9570,2018-02-24,Thermal_Coal Lignite,193821.5,5624.0,10810.0,5729.0,49088.0,0.0,54817.0,28.28,139004.5,137619.42,125233.67,90.09,64.61
2115,2018-02-24,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
7992,2018-02-24,Hydro,44963.42,708.0,,2688.37,1781.6,1619.9,6089.87,13.54,38873.55,23473.09,23238.36,59.78,51.68
2577,2018-02-24,Nuclear,6780.0,540.0,,760.0,2080.0,0.0,2840.0,41.89,3940.0,4441.25,3930.51,99.76,57.97
6464,2018-02-25,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9615.84,9695.84,39.03,15147.12,9180.65,8997.04,59.4,36.22
2940,2018-02-25,Nuclear,6780.0,540.0,,760.0,1540.0,0.0,2300.0,33.92,4480.0,4439.25,3928.74,87.7,57.95
2116,2018-02-25,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
7936,2018-02-25,Hydro,44963.42,588.0,,2573.37,1861.6,1799.9,6234.87,13.87,38728.55,23832.92,23594.59,60.92,52.48
9590,2018-02-25,Thermal_Coal Lignite,193821.5,5024.0,10810.0,5519.0,48873.0,0.0,54392.0,28.06,139429.5,137340.68,124980.02,89.64,64.48
7940,2018-02-26,Hydro,44963.42,708.0,,2573.37,1981.6,1674.9,6229.87,13.86,38733.55,25667.01,25410.34,65.6,56.51
9662,2018-02-26,Thermal_Coal Lignite,193821.5,5624.0,10810.0,5519.0,47758.0,0.0,53277.0,27.49,140544.5,138762.65,126274.01,89.85,65.15
2117,2018-02-26,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,60.05,58.85,7.03,7.03
2941,2018-02-26,Nuclear,6780.0,540.0,,760.0,1540.0,0.0,2300.0,33.92,4480.0,4455.8,3943.38,88.02,58.16
6469,2018-02-26,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9561.19,9641.19,38.81,15201.77,7198.25,7054.29,46.4,28.4
8121,2018-02-27,Hydro,44963.42,708.0,,2721.37,1596.6,1422.9,5740.87,12.77,39222.55,26581.69,26315.87,67.09,58.53
2942,2018-02-27,Nuclear,6780.0,540.0,,760.0,1540.0,0.0,2300.0,33.92,4480.0,4454.04,3941.83,87.99,58.14
2118,2018-02-27,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,60.05,58.85,7.03,7.03
6482,2018-02-27,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9522.96,9602.96,38.65,15240.0,7757.33,7602.18,49.88,30.6
9511,2018-02-27,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6179.0,49303.0,0.0,55482.0,28.63,138339.5,141118.78,128418.09,92.83,66.26
2943,2018-02-28,Nuclear,6780.0,540.0,,760.0,1540.0,0.0,2300.0,33.92,4480.0,4445.1,3933.91,87.81,58.02
2119,2018-02-28,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8027,2018-02-28,Hydro,44963.42,708.0,,2753.87,1726.6,1516.9,5997.37,13.34,38966.05,26180.04,25918.24,66.51,57.64
9375,2018-02-28,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6179.0,51023.0,0.0,57202.0,29.51,136619.5,136896.91,124576.19,91.18,64.27
6483,2018-02-28,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9522.96,9602.96,38.65,15240.0,6715.8,6581.48,43.19,26.49
2944,2018-03-01,Nuclear,6780.0,540.0,,760.0,1540.0,0.0,2300.0,33.92,4480.0,4446.86,3935.47,87.85,58.05
6484,2018-03-01,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9522.96,9602.96,38.65,15240.0,7810.07,7653.87,50.22,30.81
8249,2018-03-01,Hydro,44963.42,708.0,,2483.87,1711.6,1212.9,5408.37,12.03,39555.05,24895.43,24646.48,62.31,54.81
9305,2018-03-01,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6309.0,52033.0,0.0,58342.0,30.1,135479.5,137869.59,125461.33,92.61,64.73
2120,2018-03-01,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
6485,2018-03-02,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9522.96,9602.96,38.65,15240.0,7240.58,7095.77,46.56,28.56
2945,2018-03-02,Nuclear,6780.0,540.0,,760.0,1540.0,0.0,2300.0,33.92,4480.0,4443.78,3932.75,87.78,58.01
7711,2018-03-02,Hydro,44963.42,708.0,,2604.37,1780.6,2450.4,6835.37,15.2,38128.05,22788.51,22560.62,59.17,50.18
9273,2018-03-02,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6309.0,52594.0,0.0,58903.0,30.39,134918.5,134570.42,122459.08,90.77,63.18
2121,2018-03-02,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8168,2018-03-03,Hydro,44963.42,708.0,,2604.37,1881.27,1115.9,5601.54,12.46,39361.88,23610.64,23374.53,59.38,51.99
9334,2018-03-03,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6309.0,51559.0,0.0,57868.0,29.86,135953.5,136387.15,124112.31,91.29,64.03
6486,2018-03-03,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9522.96,9602.96,38.65,15240.0,5655.67,5542.56,36.37,22.31
2946,2018-03-03,Nuclear,6780.0,540.0,,760.0,1540.0,0.0,2300.0,33.92,4480.0,4449.78,3938.06,87.9,58.08
2122,2018-03-03,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
2123,2018-03-04,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
2947,2018-03-04,Nuclear,6780.0,540.0,,760.0,1540.0,0.0,2300.0,33.92,4480.0,4445.78,3934.52,87.82,58.03
7861,2018-03-04,Hydro,44963.42,708.0,,2729.37,1858.77,1842.9,6431.04,14.3,38532.38,26113.16,25852.03,67.09,57.5
6475,2018-03-04,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9545.96,9625.96,38.75,15217.0,5770.62,5655.21,37.16,22.76
9293,2018-03-04,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6759.0,51718.0,0.0,58477.0,30.17,135344.5,134212.67,122133.53,90.24,63.01
2948,2018-03-05,Nuclear,6780.0,540.0,,760.0,1540.0,0.0,2300.0,33.92,4480.0,4520.68,4000.8,89.3,59.01
9233,2018-03-05,Thermal_Coal Lignite,193821.5,5624.0,10810.0,7089.0,52595.5,0.0,59684.5,30.79,134137.0,138507.15,126041.51,93.96,65.03
2124,2018-03-05,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
6472,2018-03-05,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9546.19,9626.19,38.75,15216.77,6780.37,6644.76,43.67,26.75
8035,2018-03-05,Hydro,44963.42,708.0,,2564.7,1954.27,1445.9,5964.87,13.27,38998.55,27350.62,27077.11,69.43,60.22
2125,2018-03-06,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8286,2018-03-06,Hydro,44963.42,708.0,,2164.7,1675.27,1465.9,5305.87,11.8,39657.55,27343.36,27069.93,68.26,60.2
9374,2018-03-06,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6789.0,50425.5,0.0,57214.5,29.52,136607.0,142079.53,129292.37,94.65,66.71
2770,2018-03-06,Nuclear,6780.0,540.0,,760.0,1760.0,0.0,2520.0,37.17,4260.0,4214.31,3729.66,87.55,55.01
6473,2018-03-06,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9546.19,9626.19,38.75,15216.77,7157.32,7014.17,46.1,28.23
8215,2018-03-07,Hydro,44963.42,708.0,,2304.7,1865.27,1326.9,5496.87,12.23,39466.55,26960.19,26690.59,67.63,59.36
2126,2018-03-07,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
2771,2018-03-07,Nuclear,6780.0,540.0,,760.0,1760.0,0.0,2520.0,37.17,4260.0,4289.75,3796.43,89.12,55.99
6474,2018-03-07,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9546.19,9626.19,38.75,15216.77,6934.26,6795.57,44.66,27.35
9519,2018-03-07,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6539.0,48848.0,0.0,55387.0,28.58,138434.5,140235.82,127614.6,92.18,65.84
8294,2018-03-08,Hydro,44963.42,708.0,,2421.2,1728.77,1118.65,5268.62,11.72,39694.8,27567.5,27291.82,68.75,60.7
6466,2018-03-08,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9594.96,9674.96,38.94,15168.0,10268.95,10063.57,66.35,40.51
2127,2018-03-08,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
9188,2018-03-08,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6039.0,54348.0,0.0,60387.0,31.16,133434.5,142843.3,129987.4,97.42,67.07
2388,2018-03-08,Nuclear,6780.0,540.0,,1600.0,1920.0,0.0,3520.0,51.92,3260.0,3486.48,3085.53,94.65,45.51
6411,2018-03-09,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9940.38,10020.38,40.33,14822.58,7527.1,7376.56,49.77,29.69
2389,2018-03-09,Nuclear,6780.0,540.0,,1600.0,1920.0,0.0,3520.0,51.92,3260.0,3286.88,2908.89,89.23,42.9
2128,2018-03-09,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8175,2018-03-09,Hydro,44963.42,708.0,,2331.2,1779.77,1473.9,5584.87,12.42,39378.55,25212.47,24960.35,63.39,55.51
9312,2018-03-09,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6039.0,52228.0,0.0,58267.0,30.06,135554.5,137932.06,125518.17,92.6,64.76
2390,2018-03-10,Nuclear,6780.0,540.0,,1600.0,1920.0,0.0,3520.0,51.92,3260.0,3288.85,2910.63,89.28,42.93
2129,2018-03-10,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
6428,2018-03-10,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9885.3,9965.3,40.11,14877.66,6724.38,6589.89,44.29,26.53
8170,2018-03-10,Hydro,44963.42,708.0,,2691.2,1606.1,1301.9,5599.2,12.45,39364.22,24534.08,24288.74,61.7,54.02
9467,2018-03-10,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6249.0,49708.0,0.0,55957.0,28.87,137864.5,139243.07,126711.19,91.91,65.38
2130,2018-03-11,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
2391,2018-03-11,Nuclear,6780.0,540.0,,1600.0,1920.0,0.0,3520.0,51.92,3260.0,3787.32,3351.78,102.82,49.44
6456,2018-03-11,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9777.3,9857.3,39.68,14985.66,6279.8,6154.2,41.07,24.77
8116,2018-03-11,Hydro,44963.42,708.0,,2812.04,1737.1,1203.9,5753.04,12.79,39210.38,24743.52,24496.08,62.47,54.48
9575,2018-03-11,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6749.0,48018.0,0.0,54767.0,28.26,139054.5,138693.48,126211.07,90.76,65.12
9566,2018-03-12,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6749.0,48138.0,0.0,54887.0,28.32,138934.5,139215.39,126686.0,91.18,65.36
2131,2018-03-12,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,130.05,127.45,15.22,15.22
2772,2018-03-12,Nuclear,6780.0,540.0,,1600.0,920.0,0.0,2520.0,37.17,4260.0,3481.11,3080.78,72.32,45.44
6429,2018-03-12,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9859.3,9939.3,40.01,14903.66,7011.12,6870.9,46.1,27.66
8242,2018-03-12,Hydro,44963.42,708.0,,2564.7,1667.1,1192.9,5424.7,12.06,39538.72,26414.54,26150.39,66.14,58.16
8165,2018-03-13,Hydro,44963.42,708.0,,2604.7,1782.1,1222.9,5609.7,12.48,39353.72,25611.63,25355.51,64.43,56.39
6462,2018-03-13,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9631.3,9711.3,39.09,15131.66,7272.83,7127.37,47.1,28.69
9597,2018-03-13,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6749.0,47530.5,0.0,54279.5,28.0,139542.0,139766.9,127187.88,91.15,65.62
2773,2018-03-13,Nuclear,6780.0,540.0,,1600.0,920.0,0.0,2520.0,37.17,4260.0,3881.9,3435.48,80.65,50.67
2132,2018-03-13,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,67.44,66.09,7.89,7.89
9447,2018-03-14,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6749.0,49503.0,0.0,56252.0,29.02,137569.5,140237.8,127616.4,92.77,65.84
2949,2018-03-14,Nuclear,6780.0,540.0,,1600.0,700.0,0.0,2300.0,33.92,4480.0,4353.9,3853.2,86.01,56.83
6487,2018-03-14,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9511.5,9591.5,38.61,15251.46,7742.72,7587.87,49.75,30.54
8079,2018-03-14,Hydro,44963.42,708.0,,2547.7,1677.1,1633.9,5858.7,13.03,39104.72,27657.02,27380.45,70.02,60.89
2133,2018-03-14,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
9568,2018-03-15,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6749.0,48115.5,0.0,54864.5,28.31,138957.0,142710.04,129866.14,93.46,67.0
2950,2018-03-15,Nuclear,6780.0,540.0,,1600.0,700.0,0.0,2300.0,33.92,4480.0,4372.2,3869.4,86.37,57.07
8016,2018-03-15,Hydro,44963.42,708.0,,2547.7,2146.1,1332.9,6026.7,13.4,38936.72,25477.03,25222.26,64.78,56.1
2134,2018-03-15,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,95.55,93.64,11.18,11.18
6527,2018-03-15,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9336.5,9416.5,37.9,15426.46,8408.53,8240.36,53.42,33.17
2135,2018-03-16,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
6596,2018-03-16,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9129.3,9209.3,37.07,15633.66,9548.03,9357.07,59.85,37.66
2951,2018-03-16,Nuclear,6780.0,540.0,,1600.0,700.0,0.0,2300.0,33.92,4480.0,4391.0,3886.03,86.74,57.32
9687,2018-03-16,Thermal_Coal Lignite,193821.5,5624.0,10810.0,6749.0,46205.5,0.0,52954.5,27.32,140867.0,143211.21,130322.2,92.51,67.24
8277,2018-03-16,Hydro,44963.42,708.0,,2384.7,1731.1,1212.9,5328.7,11.85,39634.72,23572.5,23336.78,58.88,51.9
2136,2018-03-17,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
9680,2018-03-17,Thermal_Coal Lignite,193611.5,5624.0,10810.0,6749.0,46073.0,0.0,52822.0,27.28,140789.5,142498.08,129673.25,92.1,66.98
2952,2018-03-17,Nuclear,6780.0,540.0,,1600.0,700.0,0.0,2300.0,33.92,4480.0,4444.0,3932.94,87.79,58.01
6579,2018-03-17,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9164.3,9244.3,37.21,15598.66,9981.9,9782.26,62.71,39.38
8287,2018-03-17,Hydro,45073.42,708.0,,2441.7,1641.1,1327.9,5410.7,12.0,39662.72,24047.6,23807.12,60.02,52.82
2137,2018-03-18,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,95.55,93.64,11.18,11.18
2953,2018-03-18,Nuclear,6780.0,540.0,,1600.0,700.0,0.0,2300.0,33.92,4480.0,4436.0,3925.86,87.63,57.9
9627,2018-03-18,Thermal_Coal Lignite,193611.5,5624.0,10810.0,6749.0,46963.0,0.0,53712.0,27.74,139899.5,141652.46,128903.74,92.14,66.58
6669,2018-03-18,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,8899.96,8979.96,36.15,15863.0,7785.04,7629.34,48.1,30.71
8145,2018-03-18,Hydro,45073.42,708.0,,2696.7,1728.7,1358.9,5784.3,12.83,39289.12,25412.66,25158.53,64.03,55.82
2138,2018-03-19,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8258,2018-03-19,Hydro,45073.42,708.0,,2396.7,1662.7,1423.9,5483.3,12.17,39590.12,27101.94,26830.92,67.77,59.53
2954,2018-03-19,Nuclear,6780.0,540.0,,1600.0,700.0,0.0,2300.0,33.92,4480.0,4699.0,4158.61,92.83,61.34
6573,2018-03-19,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9171.0,9251.0,37.24,15591.96,8356.21,8189.09,52.52,32.96
9619,2018-03-19,Thermal_Coal Lignite,193611.5,5774.0,10810.0,6089.0,47740.5,0.0,53829.5,27.8,139782.0,145555.41,132455.42,94.76,68.41
9733,2018-03-20,Thermal_Coal Lignite,193611.5,5774.0,10810.0,5589.0,46148.0,0.0,51737.0,26.72,141874.5,144336.67,131346.37,92.58,67.84
2955,2018-03-20,Nuclear,6780.0,540.0,,1600.0,700.0,0.0,2300.0,33.92,4480.0,4719.0,4176.31,93.22,61.6
2139,2018-03-20,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8326,2018-03-20,Hydro,45073.42,658.0,,2446.7,1594.7,1248.9,5290.3,11.74,39783.12,26857.16,26588.59,66.83,58.99
6532,2018-03-20,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9307.46,9387.46,37.79,15455.5,8401.91,8233.87,53.27,33.14
2140,2018-03-21,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,74.05,72.57,8.66,8.66
2774,2018-03-21,Nuclear,6780.0,540.0,,1600.0,920.0,0.0,2520.0,37.17,4260.0,4473.81,3959.32,92.94,58.4
9692,2018-03-21,Thermal_Coal Lignite,193611.5,5774.0,10810.0,6089.0,46573.0,0.0,52662.0,27.2,140949.5,144808.12,131775.39,93.49,68.06
6526,2018-03-21,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9354.46,9434.46,37.98,15408.5,7966.98,7807.64,50.67,31.43
8124,2018-03-21,Hydro,45073.42,658.0,,2711.7,1871.7,1263.9,5847.3,12.97,39226.12,26524.54,26259.29,66.94,58.26
2775,2018-03-22,Nuclear,6780.0,540.0,,1600.0,920.0,0.0,2520.0,37.17,4260.0,4289.67,3796.36,89.12,55.99
8106,2018-03-22,Hydro,45073.42,658.0,,2866.7,1643.7,1372.9,5883.3,13.05,39190.12,27497.16,27222.19,69.46,60.4
2141,2018-03-22,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
9787,2018-03-22,Thermal_Coal Lignite,193611.5,5774.0,10810.0,5879.0,44698.0,0.0,50577.0,26.12,143034.5,145063.28,132007.58,92.29,68.18
6509,2018-03-22,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9421.46,9501.46,38.25,15341.5,8370.86,8203.44,53.47,33.02
6528,2018-03-23,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9328.46,9408.46,37.87,15434.5,8293.95,8128.07,52.66,32.72
2776,2018-03-23,Nuclear,6780.0,540.0,,1600.0,920.0,0.0,2520.0,37.17,4260.0,4509.65,3991.04,93.69,58.86
9779,2018-03-23,Thermal_Coal Lignite,195011.5,5774.0,12420.0,5629.0,46503.0,0.0,52132.0,26.73,142879.5,143707.76,130774.06,91.53,67.06
2142,2018-03-23,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
8075,2018-03-23,Hydro,45073.42,658.0,,2679.7,1626.7,1673.9,5980.3,13.27,39093.12,24504.43,24259.39,62.06,53.82
6529,2018-03-24,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9328.46,9408.46,37.87,15434.5,7990.18,7830.38,50.73,31.52
8130,2018-03-24,Hydro,45073.42,658.0,,2529.7,1741.7,1545.9,5817.3,12.91,39256.12,24320.84,24077.63,61.33,53.42
2143,2018-03-24,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
2956,2018-03-24,Nuclear,6780.0,540.0,,1600.0,700.0,0.0,2300.0,33.92,4480.0,4506.95,3988.65,89.03,58.83
9702,2018-03-24,Thermal_Coal Lignite,195011.5,5774.0,12420.0,5629.0,48188.0,0.0,53817.0,27.6,141194.5,144389.84,131394.75,93.06,67.38
8166,2018-03-25,Hydro,45073.42,658.0,,2506.7,1666.7,1544.9,5718.3,12.69,39355.12,25282.3,25029.48,63.6,55.53
2144,2018-03-25,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
6470,2018-03-25,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9557.46,9637.46,38.79,15205.5,8134.52,7971.83,52.43,32.09
2957,2018-03-25,Nuclear,6780.0,540.0,,1600.0,700.0,0.0,2300.0,33.92,4480.0,4505.18,3987.08,89.0,58.81
9798,2018-03-25,Thermal_Coal Lignite,195011.5,5774.0,12420.0,5749.0,45968.0,0.0,51717.0,26.52,143294.5,142488.43,129664.47,90.49,66.49
8322,2018-03-26,Hydro,45073.42,658.0,,2377.2,1588.7,1333.5,5299.4,11.76,39774.02,28372.58,28088.85,70.62,62.32
2145,2018-03-26,Thermal_Diesel,837.63,,,0.0,0.0,0.0,0.0,0.0,837.63,46.05,45.13,5.39,5.39
6458,2018-03-26,Thermal_Gas Liquid,24842.96,4990.06,,0.0,80.0,9690.46,9770.46,39.33,15072.5,9908.39,9710.22,64.42,39.09
